Accounts,On/Off,Wine,Date,Address,Lat,Lon
Taste - Ghent,on/off,Eluvium,3/20,"407 W 21st Street, Norfolk, VA 23517",36.868141,-76.290231
Taste - Ghent,on/off,Eluvium,3/20,"407 W 21st Street, Norfolk, VA 23517",36.868141,-76.290231
Taste - Ghent,on/off,Five Forks,3/20,"407 W 21st Street, Norfolk, VA 23517",36.868141,-76.290231
Taste - Oceanfront,on/off,Petit Manseng,3/20,"3603 Pacific Avenue, Virginia Beach, VA 23451",36.8641917,-75.9803595
Ten Sushi,on,Foothills,3/20,"120B East Main St, Charlottesville, VA 22902",38.0303542,-78.4810329
Thornton River Grille,on,Chardonnay,3/20,"Thornton River Grille, Sperryville, VA 22740",38.6525114,-78.2667447
Thornton River Grille,on,Foothills,3/20,"Thornton River Grille, Sperryville, VA 22740",38.6525114,-78.2667447
Thornton River Grille,on,Foothills,3/20,"Thornton River Grille, Sperryville, VA 22740",38.6525114,-78.2667447
Thornton River Grille,on,Foothills,3/20,"Thornton River Grille, Sperryville, VA 22740",38.6525114,-78.2667447
Unwined Belle View,off,Eluvium,3/20,"1600 Belle View Blvd., Alexandria, VA 22307",38.7761672,-77.0597746
Unwined Belle View,off,Foothills,3/20,"1600 Belle View Blvd., Alexandria, VA 22307",38.7761672,-77.0597746
Unwined Belle View,off,Foothills,3/20,"1600 Belle View Blvd., Alexandria, VA 22307",38.7761672,-77.0597746
Unwined Belle View,off,Petit Manseng,3/20,"1600 Belle View Blvd., Alexandria, VA 22307",38.7761672,-77.0597746
Unwined Bradlee Shopping Center,off,Chardonnay,3/20,"3690-J King St, Alexandria, VA 22302",38.8296628,-77.0921948
Unwined Bradlee Shopping Center,off,Eluvium,3/20,"3690-J King St, Alexandria, VA 22302",38.8296628,-77.0921948
Unwined Bradlee Shopping Center,off,Foothills,3/20,"3690-J King St, Alexandria, VA 22302",38.8296628,-77.0921948
Urban Hang Suite,on/off,Chardonnay,3/20,"304 E. Broad Street, Richmond, VA 23219",37.5441901,-77.4388111
Urban Hang Suite,on/off,Rosé,3/20,"304 E. Broad Street, Richmond, VA 23219",37.5441901,-77.4388111
Vermillion,on,Foothills,3/20,"1120 King St, Alexandria, VA 22314",38.8055661,-77.0522637
Vino Market,off,Foothills,3/20,"3730 Winterfield Rd., Midlothian, VA 23113",37.5535346,-77.6685934
Vino Market,off,Rosé,3/20,"3730 Winterfield Rd., Midlothian, VA 23113",37.5535346,-77.6685934
Wardman Wines,off,Pétillant Naturel Red,3/20,"625 Monroe St. NE, Ste.#A7, Washington, DC 20007",38.9318318,-76.9971246
Westside Produce & Provisions,off,Chardonnay,3/20,"5015 Colley Ave., Norfolk, VA 23508",36.8890919,-76.2954496
Westside Produce & Provisions,off,Eluvium,3/20,"5015 Colley Ave., Norfolk, VA 23508",36.8890919,-76.2954496
Westside Produce & Provisions,off,Five Forks,3/20,"5015 Colley Ave., Norfolk, VA 23508",36.8890919,-76.2954496
Westside Produce & Provisions,off,Foothills,3/20,"5015 Colley Ave., Norfolk, VA 23508",36.8890919,-76.2954496
Westside Produce & Provisions,off,Shenandoah Valley Cabernet Franc,3/20,"5015 Colley Ave., Norfolk, VA 23508",36.8890919,-76.2954496
Whole Foods - Boro Tysons,on/off,Five Forks,3/20,"1635 Boro Place, McLean, VA 22102",38.9246153,-77.2335301
Whole Foods - Charlottesville,on/off,Foothills,3/20,"1797 Hydraulic Road, Charlottesville, VA 22901",38.059773,-78.4891351
Whole Foods - H Street,on/off,Foothills,3/20,"600-A H Street, NE, Washington, DC 20002",38.9005142,-76.9976267
Whole Foods - H Street,on/off,Rosé,3/20,"600-A H Street, NE, Washington, DC 20002",38.9005142,-76.9976267
Whole Foods - Old Town,on/off,Rosé,3/20,"1700 Duke Street, Alexandria, VA 22314",38.8041416,-77.0600615
Whole Foods - Short Pump,on/off,Foothills,3/20,"11173 West Broad St., Richmond, VA 23060",37.6475665,-77.5997292
Whole Foods - Springfield,on/off,Foothills,3/20,"8402 Old Keene Mill Road, Springfield, VA 22152",38.7796348,-77.2343247
Whole Foods - Springfield,on/off,Foothills,3/20,"8402 Old Keene Mill Road, Springfield, VA 22152",38.7796348,-77.2343247
Whole Foods - West Broad,on/off,Foothills,3/20,"2024 W Broad Street, Richmond, VA 23220",37.5581958,-77.4612166
Wine Seller - Williamsburg,off,Foothills,3/20,"4680 Monticello Ave Suite 15, Williamsburg, VA 23188",37.2719211,-76.7595155
Wine Seller - Williamsburg,off,Foothills,3/20,"4680 Monticello Ave Suite 15, Williamsburg, VA 23188",37.2719211,-76.7595155
Wine Warehouse,off,Shenandoah Valley Cabernet Franc,3/20,"1804 Hydraulic Rd, Charlottesville, VA 22902",38.0607943,-78.4914214
Zocalo,on,Foothills,3/20,"201 E Main St Suite E, Charlottesville, VA 22902",38.0307918,-78.4803003
Alewife,on,Pétillant Naturel Red,4/20,"3120 E Marshall St., Richmond, VA 23223-7437",37.5288799,-77.4116006
Arrowine,off,Chardonnay,4/20,"4508 Lee Hwy, Arlington, VA 22207",38.8983733,-77.1183586
Arrowine,off,Rosé,4/20,"4508 Lee Hwy, Arlington, VA 22207",38.8983733,-77.1183586
Arrowine,off,Rosé,4/20,"4508 Lee Hwy, Arlington, VA 22207",38.8983733,-77.1183586
Barrel Thief,on/off,Foothills,4/20,"5805 Patterson Ave, Richmond, VA 23226",37.2235279,-79.982868
Barrel Thief,on/off,Rosé,4/20,"5805 Patterson Ave, Richmond, VA 23226",37.2235279,-79.982868
Barrel Thief,on/off,Rosé,4/20,"5805 Patterson Ave, Richmond, VA 23226",37.2235279,-79.982868
Barrel Thief,on/off,Rosé,4/20,"5805 Patterson Ave, Richmond, VA 23226",37.2235279,-79.982868
Barrel Thief,on/off,Rosé,4/20,"5805 Patterson Ave, Richmond, VA 23226",37.2235279,-79.982868
Bottleworks,off,Chardonnay,4/20,"3078 Stony Point Rd., Richmond, VA 23235",37.537796,-77.5651916
Bottleworks,off,Foothills,4/20,"3078 Stony Point Rd., Richmond, VA 23235",37.537796,-77.5651916
Cairo Wine & Liquor,off,Rosé,4/20,"1618 17th St NW, Washington, DC 20009",38.9117809,-77.0387481
Commonwealth Club,on,Rosé,4/20,"401 W. Franklin Street, Richmond, VA 23220",37.5458434,-77.447656
Crystal City Wine Shop,off,Foothills,4/20,"220 20th St. South, Arlington, VA 22202",38.85597,-77.0500304
Crystal City Wine Shop,off,Petit Manseng,4/20,"220 20th St. South, Arlington, VA 22202",38.85597,-77.0500304
Crystal City Wine Shop,off,Rosé,4/20,"220 20th St. South, Arlington, VA 22202",38.85597,-77.0500304
Crystal Palate,off,Chardonnay,4/20,"4500 Pretty Lake Avenue, Norfolk, VA 23518",36.925493,-76.1880817
Crystal Palate,off,Chardonnay,4/20,"4500 Pretty Lake Avenue, Norfolk, VA 23518",36.925493,-76.1880817
Department of Beer & Wine,off,Foothills,4/20,"2724 Richmond Hwy, Alexandria, VA 22301",38.830645,-77.051175
Department of Beer & Wine,off,Rosé,4/20,"2724 Richmond Hwy, Alexandria, VA 22301",38.830645,-77.051175
Dominion Wine and Beer,on/off,Chardonnay,4/20,"107 Rowell Ct., Falls Church, VA 22046-3126",38.8897048,-77.183834
Dominion Wine and Beer,on/off,Petit Manseng,4/20,"107 Rowell Ct., Falls Church, VA 22046-3126",38.8897048,-77.183834
Dominion Wine and Beer,on/off,Rosé,4/20,"107 Rowell Ct., Falls Church, VA 22046-3126",38.8897048,-77.183834
Ellwood Thompson,off,Eluvium,4/20,"4 N Thompson St, Richmond, VA 23221",37.5574421,-77.4886194
Ellwood Thompson,off,Foothills,4/20,"4 N Thompson St, Richmond, VA 23221",37.5574421,-77.4886194
Ellwood Thompson,off,Petit Manseng,4/20,"4 N Thompson St, Richmond, VA 23221",37.5574421,-77.4886194
Ellwood Thompson,off,Shenandoah Valley Cabernet Franc,4/20,"4 N Thompson St, Richmond, VA 23221",37.5574421,-77.4886194
Foods of All Nations,off,Rosé,4/20,"2121 Ivy Rd, Charlottesville, VA 22903",38.0432978,-78.5119067
Founding Farmers - Reston,on,Rosé,4/20,"1904 Reston Metro Plaza, Suite 100, Reston, VA 20190",38.9488917,-77.3383807
Founding Farmers - Tyson's Corner,on,Rosé,4/20,"1800 Tyson's Blvd., McLean, VA 22102",38.9488917,-77.3383807
Friendly City Food Co-op,off,Rosé,4/20,"150 E Wolfe St, Harrisonburg, VA 22802",38.4516609,-78.8665291
Glen's Garden Market,on/off,Foothills,4/20,"2001 S St. NW, Washington, DC 20009",38.9143274,-77.0451575
Glen's Garden Market,on/off,Rosé,4/20,"2001 S St. NW, Washington, DC 20009",38.9143274,-77.0451575
Glen's Garden Market,on/off,Rosé,4/20,"2001 S St. NW, Washington, DC 20009",38.9143274,-77.0451575
Glen's Garden Market,on/off,Rosé,4/20,"2001 S St. NW, Washington, DC 20009",38.9143274,-77.0451575
Greenwood,off,Chardonnay,4/20,"6701 Rockfish Gap TPK, Crozet, VA 22932",38.0413202,-78.732343
Greenwood,off,Rosé,4/20,"6701 Rockfish Gap TPK, Crozet, VA 22932",38.0413202,-78.732343
Greenwood,off,Rosé,4/20,"6701 Rockfish Gap TPK, Crozet, VA 22932",38.0413202,-78.732343
J Emerson,off,Foothills,4/20,"5716 Grove Ave, Richmond, VA 23226",37.5733362,-77.5180274
J Emerson,off,Rosé,4/20,"5716 Grove Ave, Richmond, VA 23226",37.5733362,-77.5180274
J Emerson,off,Rosé,4/20,"5716 Grove Ave, Richmond, VA 23226",37.5733362,-77.5180274
J Emerson,off,Rosé,4/20,"5716 Grove Ave, Richmond, VA 23226",37.5733362,-77.5180274
Locke Store,off,Rosé,4/20,"2049 Millwood Rd., Millwood, VA 22646",39.0695452,-78.0379379
Market Street Wine Shop,off,Rosé,4/20,"311 East Market St, Charlottesville, VA 22902",38.0310663,-78.4789692
Market Street Wine Shop,off,Rosé,4/20,"311 East Market St, Charlottesville, VA 22902",38.0310663,-78.4789692
Market Street Wine Shop,off,Shenandoah Valley Cabernet Franc,4/20,"311 East Market St, Charlottesville, VA 22902",38.0310663,-78.4789692
Mona Lisa,off,Foothills,4/20,"921 Preston Ave, Charlottesville, VA 22903",38.038434,-78.489901
Mona Lisa,off,Rosé,4/20,"921 Preston Ave, Charlottesville, VA 22903",38.038434,-78.489901
Mona Lisa,off,Shenandoah Valley Cabernet Franc,4/20,"921 Preston Ave, Charlottesville, VA 22903",38.038434,-78.489901
Montgomery Co. Dept. of Liquor Control,off,Rosé,4/20,"Division of Financial, Gaithersburg, MD 20878",39.139876,-77.1926495
Outpost,off,Foothills,4/20,"4813 Forest Hill Ave., Richmond, VA 23225-3143",37.5211852,-77.4878087
Perch,on,Foothills,4/20,"2918 W. Broad Street, Richmond, VA 23230",37.5640539,-77.4719183
Perch,on,Petit Manseng,4/20,"2918 W. Broad Street, Richmond, VA 23230",37.5640539,-77.4719183
Perch,on,Rosé,4/20,"2918 W. Broad Street, Richmond, VA 23230",37.5640539,-77.4719183
Perch,on,Rosé,4/20,"2918 W. Broad Street, Richmond, VA 23230",37.5640539,-77.4719183
Planet Wine,off,Rosé,4/20,"2000-2004 Mount Vernon Ave, Alexandria, VA 22301",38.8239944,-77.0585361
Planet Wine,off,Rosé,4/20,"2000-2004 Mount Vernon Ave, Alexandria, VA 22301",38.8239944,-77.0585361
Planet Wine,off,Rosé,4/20,"2000-2004 Mount Vernon Ave, Alexandria, VA 22301",38.8239944,-77.0585361
Planet Wine,off,Shenandoah Valley Cabernet Franc,4/20,"2000-2004 Mount Vernon Ave, Alexandria, VA 22301",38.8239944,-77.0585361
Prosperity Kitchen & Pantry,on,Foothills,4/20,"532 Virginia Beach Blvd Ste B, Virginia Beach, VA 23451",36.8444829,-75.9806406
Prosperity Kitchen & Pantry,on,Foothills,4/20,"532 Virginia Beach Blvd Ste B, Virginia Beach, VA 23451",36.8444829,-75.9806406
Rio Hill Wine & Beer,off,Foothills,4/20,"1908 Rio Hill Center, Charlottesville, VA 22901",38.0877905,-78.4749043
Rio Hill Wine & Beer,off,Rosé,4/20,"1908 Rio Hill Center, Charlottesville, VA 22901",38.0877905,-78.4749043
Roosevelt,on,Foothills,4/20,"623 N. 25th St., Richmond, VA 23223",37.534897,-77.4154189
Rustico - Ballston,on,Rosé,4/20,"4075 Wilson Blvd., Arlington, VA 22203",38.8803079,-77.1085112
Rustico - Ballston,on,Rosé,4/20,"4075 Wilson Blvd., Arlington, VA 22203",38.8803079,-77.1085112
Saison,on,Rosé,4/20,"23 W Marshall St. Suite A, Richmond, VA 23220",37.546819,-77.4420934
Salisbury Country Club,on,Foothills,4/20,"13620 W. Salisbury Rd, Midlothian, VA 23113",37.5278854,-77.6533788
Salisbury Country Club,on,Petit Manseng,4/20,"13620 W. Salisbury Rd, Midlothian, VA 23113",37.5278854,-77.6533788
Salisbury Country Club,on,Rosé,4/20,"13620 W. Salisbury Rd, Midlothian, VA 23113",37.5278854,-77.6533788
Stone Tower Winery,on/off,Shenandoah Valley Cabernet Franc,4/20,"19925 Hogback Mountain Road, Leesburg, VA 20175",39.063064,-77.635397
Taste - Ghent,on/off,Rosé,4/20,"407 W 21st Street, Norfolk, VA 23517-2114",36.868141,-76.290231
Taste - Headquarters,on/off,Rosé,4/20,"1391 Air Rail Avenue, Virginia Beach, VA 23455",36.8929573,-76.1918905
Taste - Westhampton,on/off,Rosé,4/20,"5706 Grove Ave Ste 100, Richmond, VA 23226-2346",37.5732828,-77.5173888
Thornton River Grille,on,Chardonnay,4/20,"Thornton River Grille, Sperryville, VA 22740",38.6525114,-78.2667447
Thornton River Grille,on,Foothills,4/20,"Thornton River Grille, Sperryville, VA 22740",38.6525114,-78.2667447
Thornton River Grille,on,Petit Manseng,4/20,"Thornton River Grille, Sperryville, VA 22740",38.6525114,-78.2667447
Thornton River Grille,on,Rosé,4/20,"Thornton River Grille, Sperryville, VA 22740",38.6525114,-78.2667447
Unwined Belle View,off,Rosé,4/20,"1600 Belle View Blvd., Alexandria, VA 22307",38.7761672,-77.0597746
Unwined Belle View,off,Rosé,4/20,"1600 Belle View Blvd., Alexandria, VA 22307",38.7761672,-77.0597746
Unwined Bradlee Shopping Center,off,Rosé,4/20,"3690-J King St, Alexandria, VA 22302",38.8296628,-77.0921948
Unwined Bradlee Shopping Center,off,Rosé,4/20,"3690-J King St, Alexandria, VA 22302",38.8296628,-77.0921948
Unwined Bradlee Shopping Center,off,Rosé,4/20,"3690-J King St, Alexandria, VA 22302",38.8296628,-77.0921948
Urban Hang Suite,on/off,Foothills,4/20,"304 E. Broad Street, Richmond, VA 23219",37.5441901,-77.4388111
Urban Hang Suite,on/off,Foothills,4/20,"304 E. Broad Street, Richmond, VA 23219",37.5441901,-77.4388111
USA Wine Imports:Good Wine,off,Foothills,4/20,"327 5th Avenue, Brooklyn, NY 11215",40.6724091,-73.9833358
USA Wine Imports:Kings County Wines,off,Rosé,4/20,"1420 Cortelyou Road, Brooklyn, NY 11226",40.6724091,-73.9833358
USA Wine Imports:Sorso Wine Boutique,off,Rosé,4/20,"1069 Bedford Avenue, Brooklyn, NY 11216",40.6724091,-73.9833358
USA Wine Imports:Zap Wines & Spirits,off,Foothills,4/20,"105 Court Street, Brooklyn, NY 11201",40.6724091,-73.9833358
"W2 Wines, LLC",off,Petit Manseng,4/20,"16031 Hillsboro Road, Purcellville, VA 20132",39.173889,-77.725546
"W2 Wines, LLC",off,Petit Manseng,4/20,"16031 Hillsboro Road, Purcellville, VA 20132",39.173889,-77.725546
"W2 Wines, LLC",off,Rosé,4/20,"16031 Hillsboro Road, Purcellville, VA 20132",39.173889,-77.725546
"W2 Wines, LLC",off,Shenandoah Valley Cabernet Franc,4/20,"16031 Hillsboro Road, Purcellville, VA 20132",39.173889,-77.725546
"W2 Wines, LLC",off,Shenandoah Valley Cabernet Franc,4/20,"16031 Hillsboro Road, Purcellville, VA 20132",39.173889,-77.725546
Wardman Wines,off,Rosé,4/20,"625 Monroe St. NE, Ste.#A7, Washington, DC 20007",38.9318318,-76.9971246
Washington Street Purveyors,off,Chardonnay,4/20,"9 E Washington St, Lexington, VA 24450",37.7845823,-79.441534
Westside Produce & Provisions,off,Chardonnay,4/20,"5015 Colley Ave., Norfolk, VA 23508-2039",36.8890919,-76.2954496
Westside Produce & Provisions,off,Eluvium,4/20,"5015 Colley Ave., Norfolk, VA 23508-2039",36.8890919,-76.2954496
Westside Produce & Provisions,off,Eluvium,4/20,"5015 Colley Ave., Norfolk, VA 23508-2039",36.8890919,-76.2954496
Westside Produce & Provisions,off,Foothills,4/20,"5015 Colley Ave., Norfolk, VA 23508-2039",36.8890919,-76.2954496
Westside Produce & Provisions,off,Foothills,4/20,"5015 Colley Ave., Norfolk, VA 23508-2039",36.8890919,-76.2954496
Westside Produce & Provisions,off,Rosé,4/20,"5015 Colley Ave., Norfolk, VA 23508-2039",36.8890919,-76.2954496
Westside Produce & Provisions,off,Rosé,4/20,"5015 Colley Ave., Norfolk, VA 23508-2039",36.8890919,-76.2954496
Westside Produce & Provisions,off,Shenandoah Valley Cabernet Franc,4/20,"5015 Colley Ave., Norfolk, VA 23508-2039",36.8890919,-76.2954496
Whole Foods - Ashburn,on/off,Foothills,4/20,"19800 Belmont Chase Dr, Ashburn, VA 20147",39.0684834,-77.4843963
Whole Foods - Ashburn,on/off,Foothills,4/20,"19800 Belmont Chase Dr, Ashburn, VA 20147",39.0684834,-77.4843963
Whole Foods - Boro Tysons,on/off,Foothills,4/20,"1635 Boro Place, McLean, VA 22102",38.9246153,-77.2335301
Whole Foods - Boro Tysons,on/off,Rosé,4/20,"1635 Boro Place, McLean, VA 22102",38.9246153,-77.2335301
Whole Foods - Charlottesville,on/off,Foothills,4/20,"1797 Hydraulic Road, Charlottesville, VA 22901",38.059773,-78.4891351
Whole Foods - Charlottesville,on/off,Foothills,4/20,"1797 Hydraulic Road, Charlottesville, VA 22901",38.059773,-78.4891351
Whole Foods - Charlottesville,on/off,Rosé,4/20,"1797 Hydraulic Road, Charlottesville, VA 22901",38.059773,-78.4891351
Whole Foods - Charlottesville,on/off,Rosé,4/20,"1797 Hydraulic Road, Charlottesville, VA 22901",38.059773,-78.4891351
Whole Foods - Charlottesville,on/off,Rosé,4/20,"1797 Hydraulic Road, Charlottesville, VA 22901",38.059773,-78.4891351
Whole Foods - H Street,on/off,Foothills,4/20,"600-A H Street, NE, Washington, DC 20002",38.9005142,-76.9976267
Whole Foods - H Street,on/off,Rosé,4/20,"600-A H Street, NE, Washington, DC 20002",38.9005142,-76.9976267
Whole Foods - West Broad,on/off,Foothills,4/20,"2024 W Broad Street, Richmond, VA 23220",37.5581958,-77.4612166
Wine Gourmet,off,Rosé,4/20,"3524 Electric Road, Roanoke, VA 24014-1109",37.2271841,-79.9984762
Wine Gourmet,off,Rosé,4/20,"3524 Electric Road, Roanoke, VA 24014-1109",37.2271841,-79.9984762
Wine Seller - Williamsburg,off,Foothills,4/20,"4680 Monticello Ave Suite 15, Williamsburg, VA 23188",37.2719211,-76.7595155
Wine Seller - Williamsburg,off,Rosé,4/20,"4680 Monticello Ave Suite 15, Williamsburg, VA 23188",37.2719211,-76.7595155
67 Liquor Shop,off,Rosé,5/20,"179 Columbus Ave, New York, NY 10023",40.7746082,-73.9805925
Alewife,on,Pétillant Naturel White,5/20,"3120 E Marshall St., Richmond, VA 23223-7437",37.5288799,-77.4116006
Alewife,on,Pétillant Naturel White,5/20,"3120 E Marshall St., Richmond, VA 23223-7437",37.5288799,-77.4116006
Arrowine,off,Chardonnay,5/20,"4508 Lee Hwy, Arlington, VA 22207",38.8983733,-77.1183586
Arrowine,off,Foothills,5/20,"4508 Lee Hwy, Arlington, VA 22207",38.8983733,-77.1183586
Arrowine,off,Foothills,5/20,"4508 Lee Hwy, Arlington, VA 22207",38.8983733,-77.1183586
Arrowine,off,Rosé,5/20,"4508 Lee Hwy, Arlington, VA 22207",38.8983733,-77.1183586
Arrowine,off,Rosé,5/20,"4508 Lee Hwy, Arlington, VA 22207",38.8983733,-77.1183586
Arrowine,off,Rosé,5/20,"4508 Lee Hwy, Arlington, VA 22207",38.8983733,-77.1183586
Arrowine,off,Rosé,5/20,"4508 Lee Hwy, Arlington, VA 22207",38.8983733,-77.1183586
Barrel Thief,on/off,Foothills,5/20,"5805 Patterson Ave, Richmond, VA 23226",37.2235279,-79.982868
Barrel Thief,on/off,Foothills,5/20,"5805 Patterson Ave, Richmond, VA 23226",37.2235279,-79.982868
Barrel Thief,on/off,Foothills,5/20,"5805 Patterson Ave, Richmond, VA 23226",37.2235279,-79.982868
Barrel Thief,on/off,Rosé,5/20,"5805 Patterson Ave, Richmond, VA 23226",37.2235279,-79.982868
Barrel Thief,on/off,Rosé,5/20,"5805 Patterson Ave, Richmond, VA 23226",37.2235279,-79.982868
Barrel Thief,on/off,Rosé,5/20,"5805 Patterson Ave, Richmond, VA 23226",37.2235279,-79.982868
Barrel Thief,on/off,Rosé,5/20,"5805 Patterson Ave, Richmond, VA 23226",37.2235279,-79.982868
Blacksburg Wine Lab,on,Foothills,5/20,"400 Turner St. NW, Blacksburg, VA 24060",37.2331938,-80.421742
Broken Tulip,on,Pétillant Naturel White,5/20,"3129 W. Cary Street, Richmond, VA 23221",37.5532674,-77.481503
Broken Tulip,on,Young Wine Chambourcin,5/20,"3129 W. Cary Street, Richmond, VA 23221",37.5532674,-77.481503
Buck's Fishing,on,Rosé,5/20,"5031 Connecticut Ave NW, Washington, DC 20008",38.955832,-77.0698701
Chain Bridge Cellars,off,Foothills,5/20,"1351 Chain Bridge Rd, McLean, VA 22101",38.9385421,-77.1746454
Common House,on,Eluvium,5/20,"206 West Market Street, Charlottesville, VA 22902",38.0317194,-78.4822538
Common House,on,Petit Manseng,5/20,"206 West Market Street, Charlottesville, VA 22902",38.0317194,-78.4822538
Common House,on,Rosé,5/20,"206 West Market Street, Charlottesville, VA 22902",38.0317194,-78.4822538
Commonwealth Club,on,Rosé,5/20,"401 W. Franklin Street, Richmond, VA 23220",37.5458434,-77.447656
Crystal City Wine Shop,off,Foothills,5/20,"220 20th St. South, Arlington, VA 22202",38.85597,-77.0500304
Crystal City Wine Shop,off,Pétillant Naturel White,5/20,"220 20th St. South, Arlington, VA 22202",38.85597,-77.0500304
Crystal City Wine Shop,off,Rosé,5/20,"220 20th St. South, Arlington, VA 22202",38.85597,-77.0500304
Crystal City Wine Shop,off,Rosé,5/20,"220 20th St. South, Arlington, VA 22202",38.85597,-77.0500304
Crystal City Wine Shop,off,Rosé,5/20,"220 20th St. South, Arlington, VA 22202",38.85597,-77.0500304
Dominion Wine and Beer,on/off,Foothills,5/20,"107 Rowell Ct., Falls Church, VA 22046-3126",38.8897048,-77.183834
Dominion Wine and Beer,on/off,Rosé,5/20,"107 Rowell Ct., Falls Church, VA 22046-3126",38.8897048,-77.183834
Ellwood Thompson,off,Pétillant Naturel White,5/20,"4 N Thompson St, Richmond, VA 23221",37.5574421,-77.4886194
Ellwood Thompson,off,Petit Manseng,5/20,"4 N Thompson St, Richmond, VA 23221",37.5574421,-77.4886194
Ellwood Thompson,off,Quaker Run Chardonnay,5/20,"4 N Thompson St, Richmond, VA 23221",37.5574421,-77.4886194
Ellwood Thompson,off,Rosé,5/20,"4 N Thompson St, Richmond, VA 23221",37.5574421,-77.4886194
Fat Canary,on,Foothills,5/20,"The Cheese Shop of VA, Inc., Williamsburg, VA 23185",37.2706994,-76.7061859
Fat Canary,on,Rosé,5/20,"The Cheese Shop of VA, Inc., Williamsburg, VA 23185",37.2706994,-76.7061859
Feast,off,Rosé,5/20,"416 W Main St Suite H, Charlottesville, VA 22902",38.0304142,-78.4872613
Foods of All Nations,off,Pétillant Naturel White,5/20,"2121 Ivy Rd, Charlottesville, VA 22903",38.0432978,-78.5119067
Foods of All Nations,off,Rosé,5/20,"2121 Ivy Rd, Charlottesville, VA 22903",38.0432978,-78.5119067
Friendly City Food Co-op,off,Foothills,5/20,"150 E Wolfe St, Harrisonburg, VA 22802",38.4516609,-78.8665291
Friendly City Food Co-op,off,Rosé,5/20,"150 E Wolfe St, Harrisonburg, VA 22802",38.4516609,-78.8665291
Glen's Garden Market,on/off,Foothills,5/20,"2001 S St. NW, Washington, DC 20009",38.9143274,-77.0451575
Glen's Garden Market,on/off,Rosé,5/20,"2001 S St. NW, Washington, DC 20009",38.9143274,-77.0451575
Glen's Garden Market,on/off,Rosé,5/20,"2001 S St. NW, Washington, DC 20009",38.9143274,-77.0451575
Glen's Garden Market,on/off,Rosé,5/20,"2001 S St. NW, Washington, DC 20009",38.9143274,-77.0451575
Greenwood,off,Pétillant Naturel White,5/20,"6701 Rockfish Gap TPK, Crozet, VA 22932",38.0413202,-78.732343
Greenwood,off,Young Wine Chambourcin,5/20,"6701 Rockfish Gap TPK, Crozet, VA 22932",38.0413202,-78.732343
Grisette,on,Petit Manseng,5/20,"3119 East Marshall Street, Richmond, VA 23223",37.528621,-77.4119182
Grisette,on,Petit Manseng,5/20,"3119 East Marshall Street, Richmond, VA 23223",37.528621,-77.4119182
Heirloom Café,On,Rosé,5/20,"815 N Chase St, Athens, GA 30601",33.9663133,-83.3931064
J Emerson,off,Pétillant Naturel White,5/20,"5716 Grove Ave, Richmond, VA 23226",37.5733362,-77.5180274
J Emerson,off,Rosé,5/20,"5716 Grove Ave, Richmond, VA 23226",37.5733362,-77.5180274
Kings County Wines,off,Foothills,5/20,"1420 Cortelyou Rd, Brooklyn, NY 11226",40.6409745,-73.9644848
La Fromagerie,on/off,Eluvium,5/20,"1222 King St, Alexandria, VA 22314-2927",38.805648,-77.053429
La Fromagerie,on/off,Pétillant Naturel White,5/20,"1222 King St, Alexandria, VA 22314-2927",38.805648,-77.053429
La Fromagerie,on/off,Pétillant Naturel White,5/20,"1222 King St, Alexandria, VA 22314-2927",38.805648,-77.053429
La Fromagerie,on/off,Quaker Run Chardonnay,5/20,"1222 King St, Alexandria, VA 22314-2927",38.805648,-77.053429
La Fromagerie,on/off,Rosé,5/20,"1222 King St, Alexandria, VA 22314-2927",38.805648,-77.053429
La Fromagerie,on/off,Rosé,5/20,"1222 King St, Alexandria, VA 22314-2927",38.805648,-77.053429
Libbie Market,off,Eluvium,5/20,"400 Libbie Ave., Richmond, VA 23226",37.5746309,-77.5183971
Libbie Market,off,Eluvium,5/20,"400 Libbie Ave., Richmond, VA 23226",37.5746309,-77.5183971
Libbie Market,off,Petit Manseng,5/20,"400 Libbie Ave., Richmond, VA 23226",37.5746309,-77.5183971
Libbie Market,off,Rosé,5/20,"400 Libbie Ave., Richmond, VA 23226",37.5746309,-77.5183971
Libbie Market,off,Rosé,5/20,"400 Libbie Ave., Richmond, VA 23226",37.5746309,-77.5183971
Locke Store,off,Pétillant Naturel White,5/20,"2049 Millwood Rd., Millwood, VA 22646",39.0695452,-78.0379379
Locke Store,off,Pétillant Naturel White,5/20,"2049 Millwood Rd., Millwood, VA 22646",39.0695452,-78.0379379
Locke Store,off,Rosé,5/20,"2049 Millwood Rd., Millwood, VA 22646",39.0695452,-78.0379379
Market Street Wine Shop,off,Chardonnay,5/20,"311 East Market St, Charlottesville, VA 22902",38.0310663,-78.4789692
Market Street Wine Shop,off,Chardonnay,5/20,"311 East Market St, Charlottesville, VA 22902",38.0310663,-78.4789692
Market Street Wine Shop,off,Eluvium,5/20,"311 East Market St, Charlottesville, VA 22902",38.0310663,-78.4789692
Market Street Wine Shop,off,Foothills,5/20,"311 East Market St, Charlottesville, VA 22902",38.0310663,-78.4789692
Market Street Wine Shop,off,Foothills,5/20,"311 East Market St, Charlottesville, VA 22902",38.0310663,-78.4789692
Market Street Wine Shop,off,Pétillant Naturel White,5/20,"311 East Market St, Charlottesville, VA 22902",38.0310663,-78.4789692
