Accounts,On/Off,Wine,Date,Address,Lat,Lon
Fat Canary,on,Eluvium,01/21,"The Cheese Shop of VA, Inc., Williamsburg, VA 23185",37.2706994,-76.7061859
Fat Canary,on,Young Wine,01/21,"The Cheese Shop of VA, Inc., Williamsburg, VA 23185",37.2706994,-76.7061859
Prosperity Kitchen & Pantry,on,Foothills,01/21,"532 Virginia Beach Blvd Ste B, Virginia Beach, VA 23451",36.8444829,-75.9806406
Prosperity Kitchen & Pantry,on,Young Wine,01/21,"532 Virginia Beach Blvd Ste B, Virginia Beach, VA 23451",36.8444829,-75.9806406
Taste - Town Center,on/off,Foothills,01/21,"4513 Commerce Street, Virgina Beach, VA 23462",36.8416391,-76.1345916
Taste - Town Center,on/off,Eluvium,01/21,"4513 Commerce Street, Virgina Beach, VA 23462",36.8416391,-76.1345916
Whole Foods - Charlottesville,on/off,Foothills,01/21,"1797 Hydraulic Road, Charlottesville, VA 22901",38.059773,-78.4891351
Mom's Apple Pie,off,Young Wine,01/21,"126 A Commerce St, Occoquan Historic Dist., VA 22125",38.6822873,-77.2600693
Organic Butcher of McLean,off,Foothills,01/21,"6712 Old Dominion Drive, McLean, VA 22101",38.9335412,-77.1758584
Organic Butcher of McLean,off,Five Forks,01/21,"6712 Old Dominion Drive, McLean, VA 22101",38.9335412,-77.1758584
Shelter,off,Young Wine,01/21,"1401 Pennsylvania Ave SE, Washington, DC 20003",38.8798036,-76.9852327
Unwined Belle View,off,Rosé,01/21,"1600 Belle View Blvd., Alexandria, VA 22307",38.7761672,-77.0597746
Founding Farmers - Tyson's Corner,on,Rosé,01/21,"1800 Tyson's Blvd., McLean, VA 22102",38.9223637,-77.2224625
La Fromagerie,on/off,Eluvium,01/21,"1222 King St, Alexandria, VA 22314",38.805648,-77.053429
Foods of All Nations,off,Young Wine,01/21,"2121 Ivy Rd, Charlottesville, VA 22903",38.0432978,-78.5119067
Foods of All Nations,off,Young Wine,01/21,"2121 Ivy Rd, Charlottesville, VA 22903",38.0432978,-78.5119067
Greenwood,off,Five Forks,01/21,"6701 Rockfish Gap TPK, Crozet, VA 22932",38.0413202,-78.732343
Libbie Market,off,Eluvium,01/21,"400 Libbie Ave., Richmond, VA 23226",37.5746309,-77.5183971
Barrel Thief,on/off,Chardonnay,01/21,"5805 Patterson Ave, Richmond, VA 23226",37.5794435,-77.5149812
"Wool Factory, The",on/off,Foothills,01/21,"1837 Broadway Street, Charlottesville, VA 22902",38.0195964,-78.4553634
Whole Foods - Boro Tysons,on/off,Foothills,01/21,"1635 Boro Place, McLean, VA 22102",38.9245013,-77.233061
Whole Foods - Boro Tysons,on/off,Five Forks,01/21,"1635 Boro Place, McLean, VA 22102",38.9245013,-77.233061
Whole Foods - Florida Ave,on/off,Five Forks,01/21,"FAV - BU# 10651, Washington, DC 20001",38.9071923,-77.0368707
Whole Foods - Vienna,on/off,Five Forks,01/21,"143 Maple Ave East, Vienna, VA 22180",38.9022469,-77.2626957
Fat Canary,on,Foothills,01/21,"The Cheese Shop of VA, Inc., Williamsburg, VA 23185",37.2706994,-76.7061859
Fat Canary,on,Shenandoah Valley Cabernet Franc,01/21,"The Cheese Shop of VA, Inc., Williamsburg, VA 23185",37.2706994,-76.7061859
Fat Canary,on,Young Wine,01/21,"The Cheese Shop of VA, Inc., Williamsburg, VA 23185",37.2706994,-76.7061859
Roosevelt,on,Five Forks,01/21,"623 N. 25th St., Richmond, VA 23223",37.534897,-77.4154189
Hot Cakes,on/off,Foothills,01/21,"Barracks Road Shopping Center, Charlottesville, VA 22903",38.0528154,-78.5012568
Hot Cakes,on/off,Eluvium,01/21,"Barracks Road Shopping Center, Charlottesville, VA 22903",38.0528154,-78.5012568
Whole Foods - Charlottesville,on/off,Foothills,01/21,"1797 Hydraulic Road, Charlottesville, VA 22901",38.059773,-78.4891351
"Wool Factory, The",on/off,Foothills,01/21,"1837 Broadway Street, Charlottesville, VA 22902",38.0195964,-78.4553634
Chain Bridge Cellars,off,Foothills,01/21,"1351 Chain Bridge Rd, McLean, VA 22101",38.9385421,-77.1746454
Locke Store,off,Eluvium,01/21,"2049 Millwood Rd., Millwood, VA 22646",39.0695654,-78.0379321
Norm's Beer & Wine,off,Foothills,01/21,"136 Branch Rd SE, Vienna, VA 22180",38.9062317,-77.257151
La Fromagerie,on/off,Quaker Run Chardonnay,01/21,"1222 King St, Alexandria, VA 22314",38.805648,-77.053429
Whole Foods - Old Town,on/off,Foothills,01/21,"1700 Duke Street, Alexandria, VA 22314",38.8041416,-77.0600615
Department of Beer & Wine,off,Five Forks,01/21,"2724 Richmond Hwy, Alexandria, VA 22301",38.8306444,-77.0511825
Department of Beer & Wine,off,Foothills,01/21,"2724 Richmond Hwy, Alexandria, VA 22301",38.8306444,-77.0511825
Foods of All Nations,off,Five Forks,01/21,"2121 Ivy Rd, Charlottesville, VA 22903",38.0432978,-78.5119067
Foods of All Nations,off,Chardonnay,01/21,"2121 Ivy Rd, Charlottesville, VA 22903",38.0432978,-78.5119067
RichWine,off,Foothills,01/21,"2601 Maury Street, Richmond, VA 23224",37.5095,-77.4565725
Barrel Thief,on/off,Foothills,01/21,"5805 Patterson Ave, Richmond, VA 23226",37.5794435,-77.5149812
Dominion Wine and Beer,on/off,Foothills,01/21,"107 Rowell Ct., Falls Church, VA 22046",38.8897048,-77.183834
NRG - Planet Wine,off,Shenandoah Valley Cabernet Franc,02/21,"2000-2004 Mount Vernon Ave, Alexandria, VA 22301",38.8239816,-77.0585376
Wardman Wines,off,Five Forks,02/21,"625 Monroe St. NE, Ste.#A7, Washington, DC 20007",38.9320518,-76.9966613
Drink PLG,off,Young Wine,02/21,"492 Flatbush Avenue, New York, NY 11225",40.662059,-73.962005
Drink PLG,off,Foothills,02/21,"492 Flatbush Avenue, New York, NY 11225",40.662059,-73.962005
Foods of All Nations,off,Shenandoah Valley Cabernet Franc,02/21,"2121 Ivy Rd, Charlottesville, VA 22903",38.0432978,-78.5119067
Friendly City Food Co-op,off,Foothills,02/21,"150 E Wolfe St, Harrisonburg, VA 22802",38.4516609,-78.8665291
J Emerson,off,Foothills,02/21,"5716 Grove Ave, Richmond, VA 23226",37.5733362,-77.5180274
J Emerson,off,Shenandoah Valley Cabernet Franc,02/21,"5716 Grove Ave, Richmond, VA 23226",37.5733362,-77.5180274
Pendulum Fine Meats,off,Shenandoah Valley Cabernet Franc,02/21,"820 Shirley Avenue, Norfolk, VA 23517",36.8683635,-76.2987524
Pendulum Fine Meats,off,Eluvium,02/21,"820 Shirley Avenue, Norfolk, VA 23517",36.8683635,-76.2987524
Second Bottle Wine,off,Foothills,02/21,"324 N 27th St Apt. A, Richmond, VA 23223",37.5314274,-77.4164175
Vino Market,off,Five Forks,02/21,"3730 Winterfield Rd., Midlothian, VA 23113",37.5535346,-77.6685934
Vino Market,off,Foothills,02/21,"3730 Winterfield Rd., Midlothian, VA 23113",37.5535346,-77.6685934
Virginia Cheese Company,off,Five Forks,02/21,"501 Botetourt Street, Norfolk, VA 23510",36.8528816,-76.2961736
Commune - Norfolk,on,Foothills,02/21,"759 Granby St., Norfolk, VA 23510",36.8562717,-76.2885787
Fat Canary,on,Five Forks,02/21,"The Cheese Shop of VA, Inc., Williamsburg, VA 23185",37.2706994,-76.7061859
Fat Canary,on,Young Wine,02/21,"The Cheese Shop of VA, Inc., Williamsburg, VA 23185",37.2706994,-76.7061859
Prosperity Kitchen & Pantry,on,Foothills,02/21,"532 Virginia Beach Blvd Ste B, Virginia Beach, VA 23451",36.8444829,-75.9806406
Taste - Oceanfront,on/off,Eluvium,02/21,"3603 Pacific Avenue, Virginia Beach, VA 23451",36.8641917,-75.9803595
Whole Foods - Short Pump,on/off,Foothills,02/21,"11173 West Broad St., Richmond, VA 23060",37.6475665,-77.5997292
Whole Foods - Virginia Beach,on/off,Foothills,02/21,"1800 Laskin Road, Virginia Beach, VA 23454",36.8509319,-76.0281576
Whole Foods - West Broad,on/off,Foothills,02/21,"2024 W Broad Street, Richmond, VA 23220",37.5581958,-77.4612166
Mom's Apple Pie - Hill High,off,Shenandoah Valley Cabernet Franc,02/21,"35246 Harry Byrd Hwy Ste. 100, Round Hill, VA 20141",39.1277991,-77.7873132
Founding Farmers - Tyson's Corner,on,Rosé,02/21,"1800 Tyson's Blvd., McLean, VA 22102",38.9223637,-77.2224625
Mona Lisa,off,Foothills,02/21,"921 Preston Ave, Charlottesville, VA 22903",38.038434,-78.489901
Mona Lisa,off,Petit Manseng,02/21,"921 Preston Ave, Charlottesville, VA 22903",38.038434,-78.489901
Mona Lisa,off,Five Forks,02/21,"921 Preston Ave, Charlottesville, VA 22903",38.038434,-78.489901
St. Vincent,on,Petit Manseng,02/21,"3212 Georgia Avenue NW, Washington, DC 20010",38.9304348,-77.0237689
Tail Up Goat,on,Petit Manseng,02/21,"1827 Adams Mill Rd. NW, Washington, DC 20009",38.923447,-77.043176
Whole Foods - Old Town,on/off,Foothills,02/21,"1700 Duke Street, Alexandria, VA 22314",38.8041416,-77.0600615
Balducci's - Alexandria,off,Young Wine,02/21,"600 Franklin St, Alexandria, VA 22314",38.7978102,-77.0479011
Balducci's - Alexandria,off,Shenandoah Valley Cabernet Franc,02/21,"600 Franklin St, Alexandria, VA 22314",38.7978102,-77.0479011
Brooklyn Wine Exchange,Off,Five Forks,02/21,"138 Court Street, Brooklyn, NY 11201",40.6893227,-73.992801
Founding Farmers - DC,on,Rosé,02/21,"1924 Pennsylvania Ave. NW, Washington, DC 20006",38.8999959,-77.0443929
Each Peach Market,on/off,Foothills,02/21,"3068 Mt Pleasant St NW, Washington, DC 20009",38.928548,-77.0375272
Whole Foods - Arlington,on/off,Five Forks,02/21,"2700 Wilson Blvd., Arlington, VA 22201",38.8891237,-77.0909738
Ellwood Thompson,off,Petit Manseng,02/21,"4 N Thompson St, Richmond, VA 23221",37.5574421,-77.4886194
Greenwood,off,Petit Manseng,02/21,"6701 Rockfish Gap TPK, Crozet, VA 22932",38.0413202,-78.732343
Market Street Wine Shop,off,Chardonnay,02/21,"311 East Market St, Charlottesville, VA 22902",38.0310698,-78.4789677
Wine Seller - Williamsburg,off,Foothills,02/21,"4680 Monticello Ave Suite 15, Williamsburg, VA 23188",37.2719211,-76.7595155
Blacksburg Wine Lab,on,Foothills,02/21,"223 Gilbert Street, Blacksburg, VA 24060",37.2331803,-80.4212379
"Green Room, The",on,Young Wine,02/21,"130 W Beverly St, Staunton, VA 24401",38.15216,-79.1136552
"Green Room, The",on,Young Wine,02/21,"130 W Beverly St, Staunton, VA 24401",38.15216,-79.1136552
Zynodoa,on,Eluvium,02/21,"115 E Beverly St, Staunton, VA 24401",38.149814,-79.0709713
Caboose,on/off,Foothills,02/21,"108 S. Railroad Ave., Ashland, VA 23005",37.758286,-77.4816338
Whole Foods - Charlottesville,on/off,Foothills,02/21,"1797 Hydraulic Road, Charlottesville, VA 22901",38.059773,-78.4891351
"Wool Factory, The",on/off,Foothills,02/21,"1837 Broadway Street, Charlottesville, VA 22902",38.0195964,-78.4553634
Crystal City Wine Shop,off,Foothills,02/21,"220 20th St. South, Arlington, VA 22202",38.85597,-77.0500304
Mom's Apple Pie - Hill High,off,Eluvium,02/21,"35246 Harry Byrd Hwy Ste. 100, Round Hill, VA 20141",39.1277991,-77.7873132
Mom's Apple Pie - Occoquan,off,Eluvium,02/21,"126 A Commerce St, Occoquan Historic Dist., VA 22125",38.6822873,-77.2600693
Mom's Apple Pie - Occoquan,off,Petit Manseng,02/21,"126 A Commerce St, Occoquan Historic Dist., VA 22125",38.6822873,-77.2600693
Mom's Apple Pie - Occoquan,off,Young Wine,02/21,"126 A Commerce St, Occoquan Historic Dist., VA 22125",38.6822873,-77.2600693
Vanderbilt Wine Merchants,off,Young Wine,02/21,"573 Vanderbilt Ave, Broooklyn, NY 10013",40.6805749,-73.9674951
2941 Restaurant,On,Petit Manseng,02/21,"2941 Fairview Park Dr, Falls Church, VA 22042",38.8689164,-77.2148275
Dabney,on,Shenandoah Valley Cabernet Franc,02/21,"122 Blagden Alley NW, Washington, DC 20009",38.9063446,-77.0245248
Little Red Fox,on,Five Forks,02/21,"5035 Connecticut Ave. NW, Washington, DC 20008",38.9558822,-77.0699601
Win Son,On,Young Wine,02/21,"159 Graham Ave, Brooklyn, NY 11206",40.7074661,-73.9434952
La Fromagerie,on/off,Eluvium,02/21,"1222 King St, Alexandria, VA 22314",38.805648,-77.053429
Arrowine,Off,Shenandoah Valley Cabernet Franc,02/21,"4508 Lee Hwy, Arlington, VA 22207",38.8983733,-77.1183586
Arrowine,Off,Chardonnay,02/21,"4508 Lee Hwy, Arlington, VA 22207",38.8983733,-77.1183586
Arrowine,Off,Petit Manseng,02/21,"4508 Lee Hwy, Arlington, VA 22207",38.8983733,-77.1183586
Reveler's Hour,on,Shenandoah Valley Cabernet Franc,02/21,"1775 Columbia Road NW, Washington, DC 20009",38.9235097,-77.0420765
Whole Foods - Old Town,on/off,Foothills,02/21,"1700 Duke Street, Alexandria, VA 22314",38.8041416,-77.0600615
Whole Foods - Pentagon City,on/off,Five Forks,02/21,"520 12th St S Ste 100, Arlington, VA 22202",38.8627722,-77.0549476
Whole Foods - Tenley,on/off,Five Forks,02/21,"4530 40th Street NW, Washington, DC 20016",38.9490789,-77.0792007
Fat Canary,on,Foothills,02/21,"The Cheese Shop of VA, Inc., Williamsburg, VA 23185",37.2706994,-76.7061859
Fat Canary,on,Eluvium,02/21,"The Cheese Shop of VA, Inc., Williamsburg, VA 23185",37.2706994,-76.7061859
Foods of All Nations,off,Foothills,02/21,"2121 Ivy Rd, Charlottesville, VA 22903",38.0432978,-78.5119067
Foods of All Nations,off,Eluvium,02/21,"2121 Ivy Rd, Charlottesville, VA 22903",38.0432978,-78.5119067
Friendly City Food Co-op,off,Foothills,02/21,"150 E Wolfe St, Harrisonburg, VA 22802",38.4516609,-78.8665291
Second Bottle Wine,off,Foothills,02/21,"324 N 27th St Apt. A, Richmond, VA 23223",37.5314274,-77.4164175
Second Bottle Wine,off,Five Forks,02/21,"324 N 27th St Apt. A, Richmond, VA 23223",37.5314274,-77.4164175
Commune - Norfolk,on,Petit Manseng,02/21,"759 Granby St., Norfolk, VA 23510",36.8562717,-76.2885787
Prosperity Kitchen & Pantry,on,Foothills,02/21,"532 Virginia Beach Blvd Ste B, Virginia Beach, VA 23451",36.8444829,-75.9806406
Prosperity Kitchen & Pantry,on,Young Wine,02/21,"532 Virginia Beach Blvd Ste B, Virginia Beach, VA 23451",36.8444829,-75.9806406
Taste - Bayville Farms,on/off,Eluvium,02/21,"4097 Shore Drive, Virginia Beach, VA 23455",36.9059328,-76.1160943
Taste - Bayville Farms,on/off,Foothills,02/21,"4097 Shore Drive, Virginia Beach, VA 23455",36.9059328,-76.1160943
"Wool Factory, The",on/off,Foothills,02/21,"1837 Broadway Street, Charlottesville, VA 22902",38.0195964,-78.4553634
"Wool Factory, The",on/off,Young Wine,02/21,"1837 Broadway Street, Charlottesville, VA 22902",38.0195964,-78.4553634
"Tyger, The",on,Shenandoah Valley Cabernet Franc,02/21,"1 Howard Street, New York, NY 10013",40.718902,-73.999442
J Emerson,off,Shenandoah Valley Cabernet Franc,02/21,"5716 Grove Ave, Richmond, VA 23226",37.5733362,-77.5180274
Olivino,off,Chardonnay,02/21,"905 Fulton Street, Brooklyn, NY 11238",40.6837237,-73.9671635
Olivino,off,Petit Manseng,02/21,"905 Fulton Street, Brooklyn, NY 11238",40.6837237,-73.9671635
Olivino,off,Young Wine,02/21,"905 Fulton Street, Brooklyn, NY 11238",40.6837237,-73.9671635
Olivino,off,Foothills,02/21,"905 Fulton Street, Brooklyn, NY 11238",40.6837237,-73.9671635
Olivino,off,Shenandoah Valley Cabernet Franc,02/21,"905 Fulton Street, Brooklyn, NY 11238",40.6837237,-73.9671635
Unwined Belle View,off,Rosé,02/21,"1600 Belle View Blvd., Alexandria, VA 22307",38.7761672,-77.0597746
2941 Restaurant,On,Petit Manseng,02/21,"2941 Fairview Park Dr, Falls Church, VA 22042",38.8689164,-77.2148275
Dabney,on,Shenandoah Valley Cabernet Franc,02/21,"122 Blagden Alley NW, Washington, DC 20009",38.9063446,-77.0245248
Lafayette Inn,on/off,Shenandoah Valley Cabernet Franc,02/21,"1222 King St, Alexandria, VA 22973",38.8058002,-77.0533901
Lafayette Inn,on/off,Chardonnay,02/21,"1222 King St, Alexandria, VA 22973",38.8058002,-77.0533901
Lafayette Inn,on/off,Eluvium,02/21,"1222 King St, Alexandria, VA 22973",38.8058002,-77.0533901
Farmers Fishers Bakers,off,Rosé,02/21,"4 N Thompson St, Richmond, VA 23221",37.5574421,-77.4886194
Whole Foods - Old Town,on/off,Foothills,02/21,"1700 Duke Street, Alexandria, VA 22314",38.8041416,-77.0600615
Barrel Chest,Off,Eluvium,02/21,"4035 Electric Rd. #B, Roanoke, VA 24018",37.2235279,-79.982868
Friendly City Food Co-op,off,Foothills,02/21,"150 E Wolfe St, Harrisonburg, VA 22802",38.4516609,-78.8665291
Friendly City Food Co-op,off,Young Wine,02/21,"150 E Wolfe St, Harrisonburg, VA 22802",38.4516609,-78.8665291
J Emerson,off,Shenandoah Valley Cabernet Franc,02/21,"5716 Grove Ave, Richmond, VA 23226",37.5733362,-77.5180274
Rio Hill Wine & Beer,off,Foothills,02/21,"1908 Rio Hill Center, Charlottesville, VA 22901",38.0877905,-78.4749043
Valley Pike Farm Market,off,Chardonnay,02/21,"3494 Lee Highway, Weyers Cave, VA 24486",38.2934427,-78.9356747
Valley Pike Farm Market,off,Shenandoah Valley Cabernet Franc,02/21,"3494 Lee Highway, Weyers Cave, VA 24486",38.2934427,-78.9356747
Fat Canary,on,Shenandoah Valley Cabernet Franc,02/21,"The Cheese Shop of VA, Inc., Williamsburg, VA 23185",37.2706994,-76.7061859
Ivy Inn,on,Chardonnay,02/21,"2244 Old Ivy Rd., Charlottesville, VA 22903",38.045948,-78.516234
Whole Foods - West Broad,on/off,Foothills,02/21,"2024 W Broad Street, Richmond, VA 23220",37.5581958,-77.4612166
Crystal City Wine Shop,off,Rosé,02/21,"220 20th St. South, Arlington, VA 22202",38.85597,-77.0500304
Olde Virginia Gourmet and Gifts,off,Young Wine,02/21,"261 Garrisonville Rd Suite 109, Stafford Courthouse, VA 22554",38.4731717,-77.4176773
Olde Virginia Gourmet and Gifts,off,Young Wine,02/21,"261 Garrisonville Rd Suite 109, Stafford Courthouse, VA 22554",38.4731717,-77.4176773
Olde Virginia Gourmet and Gifts,off,Foothills,02/21,"261 Garrisonville Rd Suite 109, Stafford Courthouse, VA 22554",38.4731717,-77.4176773
Olde Virginia Gourmet and Gifts,off,Five Forks,02/21,"261 Garrisonville Rd Suite 109, Stafford Courthouse, VA 22554",38.4731717,-77.4176773
L'Auberge Provencale,on,Petit Manseng,02/21,"13630 Lord Fairfax Hwy, Boyce, VA 22620",39.0708783,-78.0936949
Little Red Fox,on,Five Forks,02/21,"5035 Connecticut Ave. NW, Washington, DC 20008",38.9558822,-77.0699601
Thornton River Grille,on,Petit Manseng,02/21,"Thornton River Grille, Sperryville, VA 22740",38.657256,-78.22669
Thornton River Grille,on,Chardonnay,02/21,"Thornton River Grille, Sperryville, VA 22740",38.657256,-78.22669
Thornton River Grille,on,Foothills,02/21,"Thornton River Grille, Sperryville, VA 22740",38.657256,-78.22669
Field & Main,on/off,Red Vine,02/21,"8369 W. Main St., Marshall, VA 20115",38.8647631,-77.8574303
Field & Main,on/off,Rosé,02/21,"8369 W. Main St., Marshall, VA 20115",38.8647631,-77.8574303
La Fromagerie,on/off,Eluvium,02/21,"1222 King St, Alexandria, VA 22314",38.805648,-77.053429
Arrowine,Off,Rosé,02/21,"4508 Lee Hwy, Arlington, VA 22207",38.8983733,-77.1183586
Ellwood Thompson,off,Rosé,02/21,"4 N Thompson St, Richmond, VA 23221",37.5574421,-77.4886194
Ellwood Thompson,off,Eluvium,02/21,"4 N Thompson St, Richmond, VA 23221",37.5574421,-77.4886194
Ellwood Thompson,off,Shenandoah Valley Cabernet Franc,02/21,"4 N Thompson St, Richmond, VA 23221",37.5574421,-77.4886194
Ellwood Thompson,off,Foothills,02/21,"4 N Thompson St, Richmond, VA 23221",37.5574421,-77.4886194
Foods of All Nations,off,Rosé,02/21,"2121 Ivy Rd, Charlottesville, VA 22903",38.0432978,-78.5119067
J Emerson,off,Rosé,02/21,"5716 Grove Ave, Richmond, VA 23226",37.5733362,-77.5180274
Mona Lisa,off,Petit Manseng,02/21,"921 Preston Ave, Charlottesville, VA 22903",38.038434,-78.489901
NRG - Planet Wine,off,Rosé,02/21,"2000-2004 Mount Vernon Ave, Alexandria, VA 22301",38.8239816,-77.0585376
Unwined King St,off,Rosé,02/21,"Bradlee Shopping Center, Alexandria, VA 22302",38.8286628,-77.091633
Vino Market,off,Rosé,02/21,"3730 Winterfield Rd., Midlothian, VA 23113",37.5535346,-77.6685934
Wine Guild,off,Rosé,02/21,"221 Carlton Rd, Suite 1, Charlottesville, VA 22902",38.0239329,-78.4698251
Wine Warehouse,off,Young Wine,02/21,"1804 Hydraulic Rd, Charlottesville, VA 22902",38.0607943,-78.4914214
Wine Warehouse,off,Shenandoah Valley Cabernet Franc,02/21,"1804 Hydraulic Rd, Charlottesville, VA 22902",38.0607943,-78.4914214
Jefferson Hotel,on,Foothills,02/21,"101 W Franklin St, Richmond, VA 23220",37.5442364,-77.4454155
St. Anselm,on,Shenandoah Valley Cabernet Franc,02/21,"1250 5th St. NE, Washington, DC 20002",38.9077745,-76.9990918
Barrel Thief,on/off,Rosé,02/21,"5805 Patterson Ave, Richmond, VA 23226",37.5794435,-77.5149812
Dominion Wine and Beer,on/off,Foothills,02/21,"107 Rowell Ct., Falls Church, VA 22046",38.8897048,-77.183834
Glen's Garden Market,on/off,Rosé,02/21,"2001 S St. NW, Washington, DC 20009",38.9143274,-77.0451575
Whole Foods - West Broad,on/off,Rosé,02/21,"2024 W Broad Street, Richmond, VA 23220",37.5581958,-77.4612166
"Wool Factory, The",on/off,Foothills,02/21,"1837 Broadway Street, Charlottesville, VA 22902",38.0195964,-78.4553634
Second Bottle Wine,off,Five Forks,3/21,"324 N 27th St Apt. A, Richmond, VA 23223",37.5314274,-77.4164175
Whole Foods - Charlottesville,on/off,Foothills,3/21,"1797 Hydraulic Road, Charlottesville, VA 22901",38.059773,-78.4891351
Whole Foods - Short Pump,on/off,Rosé,3/21,"11173 West Broad St., Richmond, VA 23060",37.6475665,-77.5997292
"Wool Factory, The",on/off,Foothills,3/21,"1837 Broadway Street, Charlottesville, VA 22902",38.0195964,-78.4553634
DCanter,On,Foothills,3/21,"545 8th St. SE, Washington, DC 20003",38.8815035,-76.9953122
Vitis Fine Wine,Off,Young Wine,3/21,"1309 5th St NE #20, Washington, DC 20002",38.9085998,-76.997517
67 Liquor Shop,off,Rosé,3/21,"179 Columbus Ave, New York, NY 10023",40.7746082,-73.9805925
Barrel Thief,on/off,Rosé,3/21,"5805 Patterson Ave, Richmond, VA 23226",37.5794435,-77.5149812
Caboose,on/off,Foothills,3/21,"108 S. Railroad Ave., Ashland, VA 23005",37.758286,-77.4816338
Clay Restaurant,on,Rosé,3/21,"553 Manhattan Ave, Manhattan, NY 10027",40.809486,-73.9538229
Crystal City Wine Shop,off,Rosé,3/21,"220 20th St. South, Arlington, VA 22202",38.85597,-77.0500304
Crystal City Wine Shop,off,Foothills,3/21,"220 20th St. South, Arlington, VA 22202",38.85597,-77.0500304
Foods of All Nations,off,Rosé,3/21,"2121 Ivy Rd, Charlottesville, VA 22903",38.0432978,-78.5119067
Mona Lisa,off,Foothills,3/21,"921 Preston Ave, Charlottesville, VA 22903",38.038434,-78.489901
Norm's Beer & Wine,off,Quaker Run Chardonnay,3/21,"136 Branch Rd SE, Vienna, VA 22180",38.9062317,-77.257151
Norm's Beer & Wine,off,Shenandoah Valley Cabernet Franc,3/21,"136 Branch Rd SE, Vienna, VA 22180",38.9062317,-77.257151
Norm's Beer & Wine,off,Five Forks,3/21,"136 Branch Rd SE, Vienna, VA 22180",38.9062317,-77.257151
Norm's Beer & Wine,off,Foothills,3/21,"136 Branch Rd SE, Vienna, VA 22180",38.9062317,-77.257151
Screwtop,on/off,Rosé,3/21,"1025 Fillmore St. N, Arlington, VA 22201",38.8859072,-77.0926894
Whole Foods - Old Town,on/off,Foothills,3/21,"1700 Duke Street, Alexandria, VA 22314",38.8041416,-77.0600615
Whole Foods - South Capitol Hill,on/off,Rosé,3/21,"101 H St. SE, Washington, DC 20003",38.8802709,-77.0048851
Wine Warehouse,off,Foothills,3/21,"1804 Hydraulic Rd, Charlottesville, VA 22902",38.0607943,-78.4914214
Wine Warehouse,off,Rosé,3/21,"1804 Hydraulic Rd, Charlottesville, VA 22902",38.0607943,-78.4914214
Wine Warehouse,off,Young Wine,3/21,"1804 Hydraulic Rd, Charlottesville, VA 22902",38.0607943,-78.4914214
Radicle Wine,Off,Young Wine,3/21,"293 Greene Ave, Brooklyn, NY 11238",40.6874915,-73.9601204
Glen's Garden Market,on/off,Rosé,3/21,"2001 S St. NW, Washington, DC 20009",38.9143274,-77.0451575
Atlas Wine Merchants,on/off,Young Wine,3/21,"1069 Bedford Avenue, Brooklyn, NY 11216",40.6874318,-73.954402
Atlas Wine Merchants,on/off,Young Wine,3/21,"1069 Bedford Avenue, Brooklyn, NY 11216",40.6874318,-73.954402
Whole Foods - Arlington,on/off,Rosé,3/21,"2700 Wilson Blvd., Arlington, VA 22201",38.8891237,-77.0909738
Bottleworks,Off,Foothills,3/21,"3078 Stony Point Rd., Richmond, VA 23235",37.537796,-77.5651916
Bottleworks,Off,Chardonnay,3/21,"3078 Stony Point Rd., Richmond, VA 23235",37.537796,-77.5651916
Broken Tulip,On,Rosé,3/21,"3129 W. Cary Street, Richmond, VA 23221",37.5532674,-77.481503
Commune - Norfolk,on,Chardonnay,3/21,"759 Granby St., Norfolk, VA 23510",36.8562717,-76.2885787
Commune - Norfolk,on,Foothills,3/21,"759 Granby St., Norfolk, VA 23510",36.8562717,-76.2885787
Ellwood Thompson,off,Rosé,3/21,"4 N Thompson St, Richmond, VA 23221",37.5587747,-77.4875763
Ellwood Thompson,off,Young Wine,3/21,"4 N Thompson St, Richmond, VA 23221",37.5587747,-77.4875763
Ellwood Thompson,off,Young Wine,3/21,"4 N Thompson St, Richmond, VA 23221",37.5587747,-77.4875763
Ellwood Thompson,off,Foothills,3/21,"4 N Thompson St, Richmond, VA 23221",37.5587747,-77.4875763
Fat Canary,on,Rosé,3/21,"410 W Duke of Gloucester St., Williamsburg, VA 23185",37.2705483,-76.7060983
Fat Canary,on,Foothills,3/21,"410 W Duke of Gloucester St., Williamsburg, VA 23185",37.2705483,-76.7060983
Fat Canary,on,Five Forks,3/21,"410 W Duke of Gloucester St., Williamsburg, VA 23185",37.2705483,-76.7060983
Friendly City Food Co-op,off,Young Wine,3/21,"150 E Wolfe St, Harrisonburg, VA 22802",38.4516609,-78.8665291
Friendly City Food Co-op,off,Rosé,3/21,"150 E Wolfe St, Harrisonburg, VA 22802",38.4516609,-78.8665291
Friendly City Food Co-op,off,Young Wine,3/21,"150 E Wolfe St, Harrisonburg, VA 22802",38.4516609,-78.8665291
Friendly City Food Co-op,off,Foothills,3/21,"150 E Wolfe St, Harrisonburg, VA 22802",38.4516609,-78.8665291
Market Street Wine Shop,off,Eluvium,3/21,"311 East Market St, Charlottesville, VA 22902",38.0310698,-78.4789677
Mermaid Winery - Virginia Beach,on,Rosé,3/21,"4401 Shore Drive, Virginia Beach, VA 23455",36.9044651,-76.1230478
Olivino,off,Chardonnay,3/21,"905 Fulton Street, Brooklyn, NY 10013",40.6837237,-73.9671635
Olivino,off,Young Wine,3/21,"905 Fulton Street, Brooklyn, NY 10013",40.6837237,-73.9671635
